sample_name	cell_state	depth	binned_depth	Total Classified Read	Prochlorococcus	Pro/Syn Ratio	Pro Abundance	Pro/Syn Ratio Condition	Pro Abundance Condition	Pro Count Condition	Sample Pass
ERR1726800	Particle-bound	5.0	5	601308.0	8719.0	0.44193826347001874	0.01450005654340205	True	True	False	True
SRR9178237	Free-living	25.0	45	34748775.0	15001001.0	240.6590570003048	0.431698700170006	True	True	True	True
SRR9178192	Free-living	175.0	300	5366076.0	35763.0	15.576219512195122	0.006664646568554005	True	True	False	True
KJ102	Free-living	150.0	150	1525800.0	27477.0	12.973087818696884	0.018008257963035783	True	True	False	True
SRR9178236	Free-living	45.0	45	24238026.0	9833870.0	219.5648387961061	0.4057207464007176	True	True	True	True
KJ27	Free-living	75.0	75	315561.0	22286.0	12.231613611416027	0.07062342938449301	True	True	False	True
SRR9178235	Free-living	250.0	300	12210102.0	291915.0	20.77095488828803	0.023907662687830126	True	True	True	True
SRR9178273	Free-living	100.0	150	12401203.0	4458708.0	132.09421105646737	0.3595383447880016	True	True	True	True
KJ11	Particle-bound	5.0	5	273736.0	23194.0	25.43201754385965	0.08473127392816436	True	True	False	True
SRR9178234	Free-living	175.0	300	8577533.0	347890.0	21.70784974416573	0.040558281734386796	True	True	True	True
KJ39	Free-living	150.0	150	286882.0	13539.0	19.45258620689655	0.04719361967638262	True	True	False	True
SRR9178500	Free-living	150.0	150	6983683.0	1411825.0	53.01235355962751	0.2021605218908132	True	True	True	True
SRR9178193	Free-living	45.0	45	14727242.0	5057181.0	82.54061597218822	0.343389549788073	True	True	True	True
SRR9178533	Free-living	125.0	150	12316005.0	2058405.0	43.57980649122435	0.1671325238987805	True	True	True	True
SRR9178233	Free-living	25.0	45	8866886.0	2706871.0	104.62145866347157	0.30527865137772153	True	True	True	True
KJ12	Particle-bound	5.0	5	241650.0	7084.0	6.938295788442703	0.02931512518104697	True	True	False	True
ERR1726744	Particle-bound	5.0	5	1157635.0	29728.0	0.21153750364683027	0.025679942296146886	False	True	False	False
SRR9178232	Free-living	125.0	150	6364443.0	468835.0	34.741385698406816	0.07366473389737327	True	True	True	True
SRR9178501	Free-living	250.0	300	7313517.0	27559.0	13.629574678536104	0.0037682280631876567	True	True	False	True
SRR9178499	Free-living	500.0	1000	14918064.0	58219.0	18.92070198245044	0.003902584142285487	True	True	True	True
SRR9178498	Free-living	200.0	300	12724643.0	958004.0	24.466339769128613	0.07528729882637965	True	True	True	True
KJ42	Free-living	150.0	150	1989014.0	139120.0	33.84914841849148	0.06994420350987977	True	True	True	True
SRR9178191	Free-living	75.0	75	20148573.0	7079496.0	152.496467344477	0.35136463510343885	True	True	True	True
SRR9178492	Free-living	175.0	300	9024255.0	115042.0	18.228806845190938	0.012748088346351029	True	True	True	True
SRR9178188	Free-living	500.0	1000	12274813.0	42571.0	16.119273002650512	0.0034681587409926325	True	True	False	True
SRR9178282	Free-living	45.0	45	9369668.0	3176962.0	122.57270728037346	0.3390687909112681	True	True	True	True
ERR599165	Free-living	5.0	5	23361675.0	3849705.0	8.71668161069449	0.16478719954797763	True	True	True	True
SRR9178281	Free-living	25.0	45	8498606.0	3197446.0	155.35156933242638	0.37623181966548397	True	True	True	True
ERR1726899	Particle-bound	5.0	5	424955.0	4417.0	0.22250768223263312	0.010394041722064689	False	True	False	False
SRR9178493	Free-living	125.0	150	14819102.0	4333817.0	98.44661760029076	0.2924480174304759	True	True	True	True
SRR9178280	Free-living	250.0	300	8483166.0	44183.0	17.098684210526315	0.005208314914502439	True	True	False	True
ERR599296	Particle-bound	70.0	75	615703.0	15832.0	0.21496266123557367	0.025713696376337292	False	True	False	False
KJ45	Particle-bound	300.0	300	381613.0	901.0	1.5481099656357389	0.002361030677676075	True	False	False	False
SRR9178535	Free-living	200.0	300	9411899.0	83727.0	16.82278481012658	0.008895866817100353	True	True	True	True
SRR9178189	Free-living	200.0	300	9871329.0	225714.0	16.810456542786923	0.022865614143749033	True	True	True	True
KJ10	Particle-bound	5.0	5	410946.0	36872.0	46.61441213653603	0.08972468402174495	True	True	False	True
ERR1726590	Particle-bound	70.0	75	2751308.0	77908.0	1.0008735868448098	0.028316713359609322	True	True	True	True
SRR9178278	Free-living	175.0	300	12949290.0	1716196.0	28.888297872340427	0.13253205388094638	True	True	True	True
SRR9178494	Free-living	5.0	5	10508154.0	3590082.0	193.3269789983845	0.3416472579294137	True	True	True	True
ERR599299	Particle-bound	60.0	45	1163892.0	25182.0	0.37603595800916867	0.02163602808508006	True	True	False	True
SRR9178277	Free-living	500.0	1000	20730423.0	56951.0	13.86681275870465	0.002747218423859465	True	False	True	False
ERR1726892	Particle-bound	5.0	5	472601.0	9501.0	0.3100949769901106	0.02010363922209221	True	True	False	True
SRR9178190	Free-living	200.0	300	10055036.0	767988.0	24.148287897368174	0.07637844359781507	True	True	True	True
SRR9178534	Free-living	500.0	1000	10358184.0	23869.0	10.183020477815699	0.002304361459499078	True	False	False	False
SRR9178495	Free-living	175.0	300	12624914.0	231125.0	19.873172828890798	0.018307055398555587	True	True	True	True
SRR9178276	Free-living	75.0	75	33657470.0	14052989.0	246.63886061286811	0.4175295707015411	True	True	True	True
ERR599314	Particle-bound	5.0	5	873446.0	50516.0	0.40011405579229176	0.05783528689810246	True	True	True	True
SRR9178275	Free-living	100.0	150	16214335.0	5492213.0	97.98599489750406	0.338725763344596	True	True	True	True
SRR9178274	Free-living	75.0	75	18150691.0	7002204.0	214.41663349358484	0.3857816763009188	True	True	True	True
SRR9178279	Free-living	5.0	5	8619190.0	2506899.0	77.59375386901077	0.29085088041915774	True	True	True	True
SRR9178231	Free-living	150.0	150	13581604.0	1729710.0	80.71065279268349	0.12735682766188736	True	True	True	True
SRR9178230	Free-living	150.0	150	9706953.0	420753.0	18.968217473627266	0.043345527685155164	True	True	True	True
KJ13	Particle-bound	5.0	5	159347.0	30939.0	93.18975903614458	0.1941611702761897	True	True	False	True
SRR9178531	Free-living	75.0	75	4918889.0	1831051.0	192.53953732912723	0.3722488960413622	True	True	True	True
SRR9178219	Free-living	5.0	5	16863002.0	6066513.0	173.2992344169571	0.3597528482769557	True	True	True	True
ERR1726641	Particle-bound	30.0	45	790131.0	8643.0	0.1374982102801508	0.010938692444670568	False	True	False	False
KJ19	Free-living	5.0	5	2519117.0	610480.0	146.679481018741	0.2423388830292519	True	True	True	True
SRR9178218	Free-living	100.0	150	32829833.0	13787218.0	213.10444070049616	0.4199600406130607	True	True	True	True
SRR9178507	Free-living	250.0	300	10514518.0	37091.0	12.624574540503744	0.003527598697343996	True	True	False	True
SRR9178217	Free-living	175.0	300	12669613.0	184766.0	18.346340979048755	0.014583397298717805	True	True	True	True
KJ20	Free-living	5.0	5	2128677.0	658346.0	129.72334975369458	0.309274727917857	True	True	True	True
SRR9178216	Free-living	75.0	75	12205227.0	4438035.0	81.59502491220974	0.3636175713897005	True	True	True	True
SRR9178208	Free-living	250.0	300	9358037.0	65052.0	16.381767816670862	0.00695145787519327	True	True	True	True
KJ30	Free-living	75.0	75	2417561.0	331931.0	18.84686577333636	0.1372999481709045	True	True	True	True
SRR9178209	Free-living	75.0	75	23996242.0	9769339.0	188.06358403757676	0.40711953980127386	True	True	True	True
SRR9178215	Free-living	175.0	300	3932953.0	65308.0	20.3009014609885	0.01660533446496818	True	True	True	True
KJ21	Particle-bound	75.0	75	456301.0	28657.0	9.187880731003526	0.06280284286030494	True	True	False	True
SRR9178214	Free-living	250.0	300	7802994.0	37358.0	12.07043618739903	0.004787649458656511	True	True	False	True
SRR9178528	Free-living	100.0	150	10998892.0	2689530.0	133.45556492829851	0.24452735784659035	True	True	True	True
ERR1726601	Particle-bound	5.0	5	806279.0	15733.0	0.31385652729013724	0.019513096583192665	True	True	False	True
ERR1726607	Particle-bound	150.0	150	675995.0	23423.0	2.292102945493688	0.03464966456852492	True	True	False	True
SRR9178213	Free-living	75.0	75	12623339.0	5273522.0	108.05511843291534	0.41775967515409357	True	True	True	True
KJ24	Particle-bound	75.0	75	189985.0	11854.0	13.767711962833914	0.06239439955785983	True	True	False	True
SRR9178529	Free-living	125.0	150	11776994.0	2329827.0	77.73085777199479	0.19782866493775916	True	True	True	True
SRR9178212	Free-living	500.0	1000	13273260.0	29419.0	10.506785714285714	0.0022164110399404517	True	False	False	False
SRR9178530	Free-living	75.0	75	18300468.0	5792007.0	108.93374083129585	0.31649502078307507	True	True	True	True
SRR9178210	Free-living	100.0	150	8853078.0	1698980.0	120.8120600156439	0.19190839615329267	True	True	True	True
SRR9178211	Free-living	45.0	45	19561637.0	7850972.0	70.14807005003574	0.40134534752894147	True	True	True	True
SRR9178220	Free-living	45.0	45	14240854.0	4659004.0	138.13460626185957	0.3271576269232168	True	True	True	True
SRR9178506	Free-living	500.0	1000	16227477.0	34303.0	9.44205890448665	0.0021138837540795774	True	False	False	False
KJ18	Free-living	5.0	5	4269233.0	546742.0	16.885176034589254	0.12806562677651934	True	True	True	True
SRR9178221	Free-living	225.0	300	12223173.0	119349.0	18.56127527216174	0.0097641586190427	True	True	True	True
SRR9178194	Free-living	5.0	5	15032818.0	4127108.0	86.01546445467997	0.27453987668845586	True	True	True	True
KJ36	Particle-bound	150.0	150	195637.0	5883.0	13.279909706546276	0.03007099883968779	True	True	False	True
SRR9178502	Free-living	45.0	45	15607178.0	6093441.0	155.48458790507783	0.39042554650174427	True	True	True	True
SRR9178229	Free-living	175.0	300	10309222.0	190556.0	19.36938402114251	0.018484033033724562	True	True	True	True
KJ14	Particle-bound	5.0	5	197044.0	17503.0	42.794621026894866	0.08882787600738921	True	True	False	True
SRR9178228	Free-living	250.0	300	12430872.0	129983.0	20.431153725243632	0.010456466770794518	True	True	True	True
ERR1726731	Particle-bound	5.0	5	673552.0	15576.0	1.312105130149103	0.023125163313300234	True	True	False	True
SRR9178503	Free-living	125.0	150	14821642.0	2975912.0	84.25571913929785	0.20078153284231262	True	True	True	True
SRR9178227	Free-living	200.0	300	14243305.0	220540.0	32.14868804664723	0.015483765881584365	True	True	True	True
SRR9178195	Free-living	175.0	300	11929151.0	79700.0	15.18673780487805	0.00668111251169509	True	True	True	True
KJ15	Free-living	5.0	5	288336.0	12071.0	7.497515527950311	0.04186435269962821	True	True	False	True
SRR9178226	Free-living	75.0	75	10949705.0	3751170.0	94.45222208233665	0.34258183211328525	True	True	True	True
ERR1726599	Particle-bound	5.0	5	1477500.0	99415.0	2.3831954932278556	0.06728595600676819	True	True	True	True
SRR9178532	Free-living	150.0	150	12997184.0	1013588.0	40.85071739480896	0.07798520048650538	True	True	True	True
SRR9178225	Free-living	125.0	150	20931032.0	6846937.0	135.38720265754455	0.3271189399548001	True	True	True	True
SRR9178504	Free-living	125.0	150	9189853.0	1516324.0	21.269501059039712	0.164999810116658	True	True	True	True
KJ16	Free-living	5.0	5	687332.0	163893.0	123.69283018867924	0.23844808622325164	True	True	True	True
SRR9178224	Free-living	5.0	5	6560940.0	2666085.0	276.2496114392291	0.4063571683325865	True	True	True	True
ERR1726680	Particle-bound	30.0	45	189176.0	2273.0	0.1537161019814702	0.012015266207129869	False	True	False	False
SRR9178284	Free-living	225.0	300	13735031.0	141993.0	29.76168518130371	0.01033801816683195	True	True	True	True
SRR9178223	Free-living	200.0	300	7141691.0	71860.0	23.794701986754966	0.010062042729095952	True	True	True	True
KJ17	Free-living	5.0	5	304717.0	25492.0	27.799345692475462	0.08365795147628784	True	True	False	True
KJ33	Particle-bound	150.0	150	446561.0	11371.0	9.57961246840775	0.02546348651136127	True	True	False	True
SRR9178222	Free-living	175.0	300	10973179.0	305391.0	24.111084793936524	0.02783067696243723	True	True	True	True
SRR9178505	Free-living	500.0	1000	6102750.0	15691.0	10.123225806451613	0.0025711359632952357	True	False	False	False
SRR9178197	Free-living	225.0	300	16872642.0	328193.0	20.893366437484083	0.019451192053977082	True	True	True	True
SRR9178196	Free-living	100.0	150	7674834.0	2381371.0	140.88451754126487	0.3102830627997948	True	True	True	True
SRR9178444	Free-living	500.0	1000	9222580.0	18000.0	8.325624421831638	0.0019517315111389655	True	False	False	False
ERR599150	Free-living	5.0	5	139537388.0	33316815.0	9.983577363040812	0.23876622228301994	True	True	True	True
SRR9178285	Free-living	5.0	5	13312258.0	4957713.0	83.46177673776536	0.37241713614624955	True	True	True	True
SRR9178461	Free-living	125.0	150	9751533.0	3467219.0	140.2256329369894	0.3555563007375353	True	True	True	True
SRR9178403	Free-living	175.0	300	8772628.0	287008.0	24.19762246016356	0.03271630804361019	True	True	True	True
ERR599025	Free-living	65.0	45	17336906.0	2164278.0	2.1791704508611853	0.12483646159239717	True	True	True	True
SRR9178402	Free-living	125.0	150	20844779.0	8077032.0	225.79832825473147	0.3874846550304035	True	True	True	True
SRR9178462	Free-living	75.0	75	11162648.0	4077148.0	197.00173946656358	0.3652491774353182	True	True	True	True
SRR9178375	Free-living	5.0	5	12858355.0	3581662.0	122.93331045134718	0.27854745027649336	True	True	True	True
ERR599026	Free-living	66.0	45	97030586.0	19264844.0	16.87191689823958	0.19854403435221962	True	True	True	True
ERR4691844	Particle-bound	5.0	5	1866424.0	36124.0	0.5961744755994917	0.01935465896280802	True	True	False	True
SRR9178374	Free-living	200.0	300	9641907.0	161602.0	20.72617673464153	0.016760377381777276	True	True	True	True
SRR9178373	Free-living	175.0	300	9282115.0	102068.0	16.224447623589253	0.01099620075812463	True	True	True	True
SRR9178463	Free-living	500.0	1000	7975481.0	23160.0	8.799392097264437	0.0029039000907907626	True	True	False	True
ERR599036	Free-living	5.0	5	27656128.0	3415121.0	2.3048604849551597	0.12348514585989767	True	True	True	True
SRR9178372	Free-living	250.0	300	15136546.0	155884.0	20.38765367512425	0.01029851856559614	True	True	True	True
SRR9178464	Free-living	150.0	150	11289659.0	439766.0	21.29204996610826	0.038952992291441224	True	True	True	True
SRR9178404	Free-living	25.0	45	16122148.0	5644906.0	175.66223743581764	0.3501336174311264	True	True	True	True
SRR9178371	Free-living	150.0	150	10221832.0	732265.0	25.118859769484082	0.07163735424334894	True	True	True	True
SRR9178370	Free-living	150.0	150	10699659.0	1348123.0	75.80964966541079	0.12599681915096547	True	True	True	True
ERR4691814	Particle-bound	45.0	45	1032358.0	20986.0	0.2396674394436006	0.02032821947425215	False	True	False	False
SRR9178369	Free-living	175.0	300	6492353.0	102213.0	18.476681127982648	0.01574359866137901	True	True	True	True
ERR599040	Free-living	150.0	150	7198658.0	914011.0	25.084005708326472	0.1269696379519627	True	True	True	True
SRR9178465	Free-living	100.0	150	23445816.0	9500995.0	162.2770205643233	0.40523200386798225	True	True	True	True
SRR9178368	Free-living	5.0	5	16761832.0	6798161.0	125.12490106937108	0.4055738656729169	True	True	True	True
SRR9178367	Free-living	45.0	45	10777369.0	3398467.0	138.20524603497356	0.31533364033466793	True	True	True	True
ERR599066	Free-living	5.0	5	25403486.0	1884736.0	3.028301310787404	0.07419202230748961	True	True	True	True
SRR9178366	Free-living	5.0	5	6997.0	2766.0	212.76923076923077	0.39531227669001	True	True	False	True
SRR9178476	Free-living	75.0	75	10591373.0	4010079.0	96.33129143845488	0.37861748424873715	True	True	True	True
ERR4691803	Particle-bound	100.0	150	732944.0	14541.0	0.41655207975249225	0.019839169158898905	True	True	False	True
SRR9178362	Free-living	75.0	75	13016802.0	4032433.0	103.82432606400782	0.30978676636550206	True	True	True	True
ERR599069	Free-living	5.0	5	28405652.0	3508119.0	2.3001585403274665	0.12350073851499695	True	True	True	True
SRR9178361	Free-living	150.0	150	10514886.0	1560497.0	22.403551841961697	0.14840836125089707	True	True	True	True
ERR599038	Free-living	5.0	5	83587357.0	13113969.0	20.192174089779478	0.15688938459915655	True	True	True	True
SRR9178477	Free-living	150.0	150	11953707.0	419374.0	28.934317648682214	0.035083175453438836	True	True	True	True
ERR599023	Free-living	65.0	45	51168330.0	6030870.0	1.5601240158473317	0.11786333460560468	True	True	True	True
SRR9178405	Free-living	25.0	45	3890175.0	1456073.0	151.94333715955338	0.37429498672938877	True	True	True	True
SRR9178443	Free-living	25.0	45	9934798.0	3037157.0	136.48916951285278	0.3057089837156226	True	True	True	True
ERR598972	Free-living	65.0	45	17975464.0	2254004.0	2.2236818739665916	0.12539336953972371	True	True	True	True
ERR598970	Free-living	5.0	5	25992379.0	6317184.0	13.961769249640302	0.2430398541049282	True	True	True	True
SRR9178442	Free-living	125.0	150	10348885.0	1520021.0	63.895960317793936	0.14687775542969123	True	True	True	True
SRR9178445	Free-living	250.0	300	10016781.0	28018.0	10.641093809342955	0.0027971061761258432	True	False	False	False
SRR9178441	Free-living	150.0	150	27377633.0	4321618.0	82.23038721339549	0.15785214156388172	True	True	True	True
ERR598976	Free-living	5.0	5	108923163.0	8906040.0	9.324690635460259	0.0817644269107389	True	True	True	True
SRR9178440	Free-living	500.0	1000	16903633.0	43039.0	11.843423225096313	0.002546139045967219	True	False	False	False
SRR9178456	Free-living	225.0	300	11329052.0	30054.0	10.530483531885073	0.002652825673322004	True	False	False	False
SRR9178439	Free-living	200.0	300	17731391.0	126301.0	15.30550169655841	0.0071230170266957625	True	True	True	True
ERR598979	Free-living	5.0	5	21720697.0	736357.0	1.3722693711120801	0.03390116808866677	True	True	True	True
SRR9178438	Free-living	5.0	5	4594650.0	1785649.0	144.8214922952149	0.38863656644140465	True	True	True	True
ERR598957	Free-living	155.0	150	101715663.0	28002879.0	246.3567494809445	0.27530547581447706	True	True	True	True
SRR9178437	Free-living	125.0	150	18189739.0	5489479.0	119.68253864434125	0.3017898717513209	True	True	True	True
ERR588857	Free-living	5.0	5	61782874.0	3726155.0	0.35614037502334506	0.060310483452097094	True	True	True	True
ERR599002	Free-living	75.0	75	97633204.0	20762547.0	49.539139709005184	0.21265866681994786	True	True	True	True
SRR9178436	Free-living	25.0	45	10617775.0	3624864.0	84.0957683741648	0.34139581974566235	True	True	True	True
SRR9178411	Free-living	45.0	45	11109267.0	3633324.0	80.29445303867404	0.32705344105961265	True	True	True	True
SRR9178458	Free-living	200.0	300	9506550.0	338103.0	21.844101305078176	0.035565268157217916	True	True	True	True
ERR599010	Free-living	5.0	5	7579353.0	1578586.0	20.458340353287284	0.20827450575266782	True	True	True	True
SRR9178410	Free-living	100.0	150	9593887.0	4323332.0	94.70191886445282	0.45063403394265533	True	True	True	True
ERR598942	Free-living	45.0	45	75158908.0	4693005.0	2.9286856749168604	0.06244110145932402	True	True	True	True
SRR9178409	Free-living	200.0	300	11743640.0	140800.0	29.931972789115648	0.011989468342013209	True	True	True	True
ERR599012	Free-living	5.0	5	83112129.0	14810947.0	9.035312942853013	0.17820439902339646	True	True	True	True
SRR9178408	Free-living	175.0	300	11256552.0	82075.0	16.10260937806553	0.0072913090971373825	True	True	True	True
SRR9178459	Free-living	175.0	300	13597671.0	796081.0	22.42165892127869	0.058545393545703525	True	True	True	True
SRR9178407	Free-living	5.0	5	10052358.0	3356333.0	128.37379996175176	0.33388514416219556	True	True	True	True
ERR599016	Free-living	75.0	75	21416181.0	4523383.0	45.356291988368596	0.2112133344409071	True	True	True	True
SRR9178406	Free-living	150.0	150	20038154.0	3038567.0	71.47046924614841	0.15163906814969083	True	True	True	True
SRR9178460	Free-living	225.0	300	7522080.0	46820.0	19.387163561076605	0.006224342203220386	True	True	False	True
SRR9178457	Free-living	250.0	300	14870311.0	66340.0	14.934714092751014	0.004461238235030861	True	True	True	True
SRR9178360	Free-living	150.0	150	5399932.0	190297.0	28.12132407270578	0.03524062895606834	True	True	True	True
ERR599075	Free-living	5.0	5	105020876.0	21158873.0	98.33012519634542	0.20147301951661498	True	True	True	True
SRR9178359	Free-living	75.0	75	6745417.0	2494639.0	148.8181709717831	0.36982724715165866	True	True	True	True
SRR9178485	Free-living	100.0	150	9369910.0	2072354.0	124.24929552131422	0.22117117453636162	True	True	True	True
SRR9178319	Free-living	75.0	75	8638770.0	3015792.0	90.85626487512427	0.3490996982209273	True	True	True	True
